id,name,supplier_id,category_id,quantity_per_unit,unit_price,stock,discontinued
7970,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CO2) - CY09082",46,11,40,61,108,False
7971,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (CO2) - NFY0905GC",42,5,4,87,182,False
7972,"Minerals, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CO2) - NFY0904W1",15,1,43,41,52,False
7973,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CO2) - NFY0904W3",58,2,59,133,107,False
7974,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CA2) - CY09080",38,10,59,74,138,False
7975,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (CA2) - NFY0905KH",30,7,76,69,40,False
7976,"Minerals, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CA2) - NFY0904VP",2,1,16,189,101,False
7977,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CA2) - NFY0904VR",6,5,44,30,81,False
7978,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (FL1) - CY09084",57,1,31,120,179,False
7979,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (FL1) - NFY0905G4",35,8,23,87,17,False
7980,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (FL1) - NFY0905G3",29,10,30,164,191,False
7981,"Minerals, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (FL1) - NFY0904WD",17,9,50,162,84,False
7982,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (FL1) - NFY0904WF",31,5,73,126,146,False
7983,"Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CO2,CT1) - CY0907T",25,11,67,159,7,False
7984,"Sauce, pasta, RAGU Old World, bottled spaghetti sauce, 26 oz container (CO2) - NFY0905G5",43,5,79,145,20,False
7985,"Sauce, pasta, RAGU Old World, bottled spaghetti sauce, 26 oz container (CT1) - NFY0905GX",56,6,65,127,34,False
7986,"Carotenoids, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CO2,CT1) - NFY0904UA",9,5,21,162,51,False
7987,"Fatty Acids, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CO2,CT1) - NFY0904UB",8,8,54,35,77,False
7988,"TDF, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CO2,CT1) - NFY0904UC",26,1,26,168,37,False
7989,"Starch, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CO2,CT1) - NFY0904UD",37,9,6,112,115,False
7990,"Sugars, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CO2,CT1) - NFY0904UE",48,10,53,36,11,False
7991,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (NC1) - CY09081",54,2,48,183,33,False
7992,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (NC1) - NFY0905K9",45,11,8,32,57,False
7993,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (NC1) - NFY0905K8",6,1,31,135,140,False
7994,"Minerals, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (NC1) - NFY0904VV",12,1,48,113,41,False
7995,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (NC1) - NFY0904VX",35,10,74,192,70,False
7996,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CT1) - CY09083",16,9,18,176,184,False
7997,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (CT1) - NFY0905GV",24,9,53,16,175,False
7998,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (CT1) - NFY0905GW",15,10,55,61,35,False
7999,"Minerals, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CT1) - NFY0904W7",43,3,37,139,147,False
8000,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CT1) - NFY0904W9",24,10,64,145,31,False
8001,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (MI1) - CY09086",50,3,45,173,140,True
8002,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (MI1) - NFY0905KQ",7,2,14,114,36,False
8003,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (MI1) - NFY0905KP",32,11,16,96,69,False
8004,"Minerals, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (MI1) - NFY0904WP",21,2,53,178,184,False
8005,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (MI1) - NFY0904WR",24,4,29,113,37,False
8006,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (MO1) - CY09085",28,2,4,182,26,False
8007,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (MO1) - NFY0905LO",21,9,64,45,56,False
8008,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (MO1) - NFY0905LN",22,9,55,173,122,False
8009,"Minerals, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (MO1) - NFY0904WJ",52,9,3,137,82,False
8010,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (MO1) - NFY0904WL",21,2,56,170,30,False
8011,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (OK1) - CY09087",21,10,16,99,41,False
8012,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (OK1) - NFY0905JS",60,1,29,142,173,False
8013,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (OK1) - NFY0905JR",24,9,57,184,3,False
8014,"Minerals, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (OK1) - NFY0904WV",23,3,77,167,151,False
8015,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (OK1) - NFY0904WX",34,9,20,130,149,False
8016,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CO2,CT1) - CY0908B",31,6,24,23,39,False
8017,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (CT1) - NFY0905GU",18,11,27,138,48,False
8018,"Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce, 24 oz container (CO2) - NFY0905GB",2,1,68,61,81,False
8019,"Carotenoids, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CO2,CT1) - NFY0904XS",19,3,40,111,189,False
8020,"Fatty Acids, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CO2,CT1) - NFY0904XT",39,5,39,32,112,False
8021,"TDF, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CO2,CT1) - NFY0904XU",24,7,79,82,5,False
8022,"Starch, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CO2,CT1) - NFY0904XV",28,9,71,199,34,False
8023,"Sugars, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CO2,CT1) - NFY0904XW",56,7,10,181,33,False
8024,"Sauce, pasta, HUNTS original, canned spaghetti sauce (IN1,NY1) - CY09088",19,3,20,14,156,False
8025,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (NY1) - NFY0905GL",24,5,23,197,11,False
8026,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (IN1) - NFY0905DU",51,3,47,161,134,False
8027,"Carotenoids, Sauce, pasta, HUNTS original, canned spaghetti sauce (IN1,NY1) - NFY0904X1",1,4,15,98,89,False
8028,"Fatty Acids, Sauce, pasta, HUNTS original, canned spaghetti sauce (IN1,NY1) - NFY0904X2",4,3,29,85,16,False
8029,"TDF, Sauce, pasta, HUNTS original, canned spaghetti sauce (IN1,NY1) - NFY0904X3",10,2,61,28,101,False
8030,"Starch, Sauce, pasta, HUNTS original, canned spaghetti sauce (IN1,NY1) - NFY0904X4",54,10,5,12,128,False
8031,"Sugars, Sauce, pasta, HUNTS original, canned spaghetti sauce (IN1,NY1) - NFY0904X5",30,9,43,49,170,False
8032,"Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1,MO1) - CY0908C",19,9,15,100,114,False
8033,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (FL1) - NFY0905FW",24,9,76,91,196,False
8034,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (MO1) - NFY0905GI",23,3,72,178,149,False
8035,"Carotenoids, Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1,MO1) - NFY0904Y1",38,11,41,73,0,False
8036,"Fatty Acids, Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1,MO1) - NFY0904Y2",20,9,8,105,65,False
8037,"TDF, Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1,MO1) - NFY0904Y3",16,1,22,162,128,False
8038,"Starch, Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1,MO1) - NFY0904Y4",7,10,71,135,75,False
8039,"Sugars, Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1,MO1) - NFY0904Y5",47,8,29,25,126,False
8040,"Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2,NC) - CY0908A",27,7,45,19,18,False
8041,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (CA2) - NFY0905KD",16,8,32,26,182,False
8042,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (NC1) - NFY0905KA",47,10,8,118,71,False
8043,"Carotenoids, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2,NC) - NFY0904XJ",41,3,31,15,100,False
8044,"Fatty Acids, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2,NC) - NFY0904XK",52,9,69,52,8,False
8045,"TDF, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2,NC) - NFY0904XL",24,1,31,114,132,False
8046,"Starch, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2,NC) - NFY0904XM",11,11,74,184,37,False
8047,"Sugars, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2,NC) - NFY0904XN",34,11,7,32,171,False
8048,"Sauce, pasta, HUNTS original, canned spaghetti sauce (AL1,CA1) - CY09089",19,2,54,146,83,False
8049,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (CA1) - NFY0905JW",22,3,58,75,117,False
8050,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (AL1) - NFY0905JE",6,7,50,143,190,False
8051,"Carotenoids, Sauce, pasta, HUNTS original, canned spaghetti sauce (AL1,CA1) - NFY0904XA",31,11,7,67,163,False
8052,"Fatty Acids, Sauce, pasta, HUNTS original, canned spaghetti sauce (AL1,CA1) - NFY0904XB",28,7,47,56,56,False
8053,"TDF, Sauce, pasta, HUNTS original, canned spaghetti sauce (AL1,CA1) - NFY0904XC",26,11,10,31,83,False
8054,"Starch, Sauce, pasta, HUNTS original, canned spaghetti sauce (AL1,CA1) - NFY0904XD",51,9,54,93,48,False
8055,"Sugars, Sauce, pasta, HUNTS original, canned spaghetti sauce (AL1,CA1) - NFY0904XE",56,8,76,196,40,False
8056,"Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1,OK1) - CY0908D",20,5,40,24,57,False
8057,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (MI1) - NFY0905KR",39,5,42,45,131,False
8058,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (OK1) - NFY0905JT",27,10,62,127,101,False
8059,"Carotenoids, Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1,OK1) - NFY0904YA",41,4,59,110,30,False
8060,"Fatty Acids, Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1,OK1) - NFY0904YB",21,7,38,27,159,False
8061,"TDF, Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1,OK1) - NFY0904YC",34,1,23,16,18,False
8062,"Starch, Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1,OK1) - NFY0904YD",36,8,74,140,135,False
8063,"Sugars, Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1,OK1) - NFY0904YE",32,9,79,60,170,False
8064,"Sauce, pasta, HUNTS original, canned spaghetti sauce (IN1) - CY0908E",47,7,24,129,142,False
8065,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (IN1) - NFY0905DV",55,4,27,116,26,False
8066,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (IN1) - NFY0905DW",53,8,8,135,161,False
8067,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (IN1) - NFY0904YJ",51,2,68,172,190,False
8068,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (IN1) - NFY0904YL",29,9,69,118,161,False
8069,"Sauce, pasta, HUNTS original, canned spaghetti sauce (AL1) - CY0908G",2,9,2,46,11,False
8070,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (AL1) - NFY0905JF",8,10,74,165,174,False
8071,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (AL1) - NFY0905JG",27,3,56,55,114,False
8072,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (AL1) - NFY0904YV",27,2,50,143,71,False
8073,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (AL1) - NFY0904YX",59,11,28,39,1,False
8074,"Sauce, pasta, HUNTS original, canned spaghetti sauce (CA1) - CY0908H",36,10,37,50,21,False
8075,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (CA1) - NFY0905JX",26,11,46,67,19,False
8076,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (CA1) - NFY0905JY",22,2,6,29,167,False
8077,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA1) - NFY0904Z1",56,2,43,110,151,False
8078,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA1) - NFY0904Z3",7,3,29,43,13,False
8079,"Sauce, pasta, HUNTS original, canned spaghetti sauce (NC1) - CY0908J",17,6,41,111,134,False
8080,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (NC1) - NFY0905KC",7,5,23,54,163,False
8081,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (NC1) - NFY0905KB",25,11,15,195,112,False
8082,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (NC1) - NFY0904ZD",26,3,59,182,169,False
8083,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (NC1) - NFY0904ZF",8,1,32,155,96,False
8084,"Sauce, pasta, HUNTS original, canned spaghetti sauce (NY1) - CY0908F",13,7,60,182,30,False
8085,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (NY1) - NFY0905GN",42,5,35,167,164,False
8086,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (NY1) - NFY0905GM",52,2,66,134,150,False
8087,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (NY1) - NFY0904YP",27,2,24,145,141,False
8088,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (NY1) - NFY0904YR",49,6,51,20,124,False
8089,"Sauce, pasta, HUNTS original, canned spaghetti sauce (CO2) - CY0908K",26,5,21,19,18,False
8090,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (CO2) - NFY0905GA",18,3,26,128,60,False
8091,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (CO2) - NFY0905G9",46,2,43,28,71,False
8092,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (CO2) - NFY0904ZJ",3,3,31,11,105,False
8093,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CO2) - NFY0904ZL",32,2,57,144,95,False
8094,"Sauce, pasta, HUNTS original, canned spaghetti sauce (CT1) - CY0908L",47,11,29,79,49,False
8095,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (CT1) - NFY0905GS",2,11,57,137,118,False
8096,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (CT1) - NFY0905GT",57,1,23,119,0,False
8097,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (CT1) - NFY0904ZP",59,11,70,59,62,False
8098,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CT1) - NFY0904ZR",57,6,50,94,5,False
8099,"Sauce, pasta, HUNTS original, canned spaghetti sauce (MO1) - CY0908N",25,7,17,157,160,False
8100,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (MO1) - NFY0905GJ",2,9,56,76,33,False
8101,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (MO1) - NFY0905GK",46,8,44,80,57,True
8102,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (MO1) - NFY090501",17,9,45,86,95,False
8103,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (MO1) - NFY090503",22,10,78,117,80,False
8104,"Sauce, pasta, HUNTS original, canned spaghetti sauce (OK1) - CY0908P",30,3,57,178,177,False
8105,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (OK1) - NFY0905JV",43,3,10,126,51,False
8106,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (OK1) - NFY0905JU",5,3,47,159,121,False
8107,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (OK1) - NFY09050D",14,1,51,31,173,False
8108,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (OK1) - NFY09050F",39,11,9,125,120,False
8109,"Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1) - CY0908O",34,1,43,138,141,False
8110,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (MI1) - NFY0905KT",27,10,12,106,107,False
8111,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (MI1) - NFY0905KS",40,1,66,169,13,False
8112,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1) - NFY090507",20,11,78,134,107,False
8113,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1) - NFY090509",49,1,57,24,27,False
8114,"Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1) - CY0908M",28,8,52,27,176,False
8115,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (FL1) - NFY0905FX",44,3,46,145,87,False
8116,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (FL1) - NFY0905FY",29,8,16,165,43,False
8117,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1) - NFY0904ZV",7,9,10,51,130,False
8118,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1) - NFY0904ZX",51,7,50,120,108,False
8119,"Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2) - CY0908I",19,8,77,34,129,False
8120,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (CA2) - NFY0905KE",25,1,50,144,120,False
8121,"Sauce, pasta, HUNTS original, canned spaghetti sauce, 26.5 oz container (CA2) - NFY0905KF",3,11,65,186,144,False
8122,"Minerals, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2) - NFY0904Z7",32,5,24,149,0,False
8123,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2) - NFY0904Z9",58,3,7,125,187,False
8124,"Sauce, pasta, spaghetti/marinara, ready-to-serve",56,1,31,64,27,False
8125,"HAM, LUNCHEON MEAT, OSCAR MAYER DELI FRESH",54,5,21,158,115,False
8126,Lunchmeat ham,34,1,25,188,149,False
8127,"Lunchmeat, ham - NFY1210O9",58,9,49,139,99,False
8128,"Lunchmeat, ham - NFY1210OA",18,9,79,43,66,False
8129,"Lunchmeat, ham - NFY1210NV",41,1,15,115,137,False
8130,"Lunchmeat, ham - NFY1210NW",22,11,55,42,180,False
8131,"Lunchmeat, ham - NFY1210OO",57,9,8,20,77,False
8132,"Lunchmeat, ham - NFY1210OP",18,5,29,115,27,False
8133,"HAM, LUNCHEON MEAT, HILLSHIRE FARMS DELI SELECT ULTRA THIN",34,10,73,71,156,False
8134,"Lunchmeat, ham - NFY1210P2",24,9,7,20,33,False
8135,"Lunchmeat, ham - NFY1210P3",51,7,26,58,95,False
8136,"Lunchmeat, ham - NFY1210PV",15,9,53,170,30,False
8137,"Lunchmeat, ham - NFY1210PW",40,10,28,195,11,False
8138,"Lunchmeat, ham - NFY1210PO",1,5,8,190,129,False
8139,"Lunchmeat, ham - NFY1210PP",1,11,72,67,126,False
8140,"Lunchmeat, ham - NFY1210PH",47,8,17,31,80,False
8141,"Lunchmeat, ham - NFY1210PI",53,11,32,145,8,False
8142,"Lunchmeat, ham - NFY1210Q2",42,6,10,49,172,False
8143,"Lunchmeat, ham - NFY1210Q3",43,1,65,151,106,False
8144,"HAM, LUNCHEON MEAT, STORE BRAND",19,9,35,39,55,False
8145,"Lunchmeat, ham - NFY1210QG",33,10,53,138,176,False
8146,"Lunchmeat, ham - NFY1210QH",22,1,54,180,151,False
8147,"Lunchmeat, ham - NFY1210Q9",32,2,66,97,15,False
8148,"Lunchmeat, ham - NFY1210QA",7,9,43,166,174,False
8149,"Lunchmeat, ham - NFY1210R1",39,7,4,6,0,False
8150,"Lunchmeat, ham - NFY1210R2",33,9,46,123,60,False
8151,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",1,2,4,147,158,False
8152,"Pears, Bartlett, Region 4, Pure Composite, C0011Y",4,10,26,164,102,False
8153,"Pears, Barlett, NY/NJ1, NFY0000LD",57,9,68,72,23,False
8154,"Pears, Barlett, PA4, NFY0000LC",16,5,39,65,75,False
8155,"Pears, Bartlett, Region 4, n/a, Yes, Proximates - NFY0000AA",38,10,33,20,78,False
8156,"Pears, Bartlett, Region 4, n/a, Yes, Sugars - NFY0000A4",32,9,17,109,110,False
8157,"Pears, Bartlett, Region 4, n/a, Yes, Fiber - NFY0000A5",45,9,15,111,108,False
8158,"Pears, Bartlett, Regions 1 & 4, Pure Composite, C0011U",5,2,55,29,17,False
8159,"Pears, Barlett, AR1, NFY0000L9",56,1,21,169,154,False
8160,"Pears, Barlett, MO2, NFY0000LB",2,10,10,41,166,False
8161,"Pears, Barlett, TN2, NFY0000LA",22,6,67,80,138,False
8162,"Bartlett Pears, Regions 1 & 4, n/a, Yes, Carotenoids - NFY01056T (Freeze Dried)",48,10,47,124,84,False
8163,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Minerals - NFY00008E",3,9,72,34,37,False
8164,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Vitamin C - NFY00008F",28,5,44,188,122,False
8165,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Thiamin - NFY00008G",20,1,78,116,3,False
8166,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Riboflavin - NFY00008H",3,1,24,40,72,False
8167,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Niacin - NFY00008L",53,2,7,19,112,False
8168,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Pantothenic Acid - NFY00008M",57,1,15,118,72,False
8169,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Vitamin B6 - NFY00008N",25,11,73,24,29,False
8170,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Folate - NFY00008O",21,7,23,63,154,False
8171,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Vitamin K - NFY00008U",45,5,68,106,150,False
8172,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Selenium - NFY00008V",56,11,31,113,35,False
8173,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Amino Acids - NFY000090",20,9,51,31,115,False
8174,"Pears, Bartlett, Region 1, Pure Composite, C0011V",27,1,61,8,91,False
8175,"Pears, Bartlett, Region 1, n/a, Yes, Proximates - NFY000093",22,11,75,178,177,False
8176,"Pears, Bartlett, Region 1, n/a, Yes, Sugars - NFY000094",59,11,74,23,150,False
8177,"Pears, Bartlett, Region 1, n/a, Yes, Fiber - NFY000095",44,1,30,180,37,False
8178,"Pears, Composite of Green Cultivars, Region 1, Mixed Composite, C0012H",33,9,9,115,51,False
8179,"Pears, Bosc, AR1, NFY0000LW",25,5,22,40,130,False
8180,"Pears, Bosc, MO2, NFY0000LQ",20,5,24,52,60,False
8181,"Pears, Green Anjou, MO2, NFY0000LU",44,6,69,135,96,False
8182,"Pears, Bosc, TN2, NFY0000LP",29,3,4,181,22,False
8183,"Pears, Composite of Green Cultivars, Region 1, n/a, No, Vitamin E - NFY0000II",16,5,70,118,85,False
8184,"Pears, Bosc, Regions 1 & 4, Pure Composite, C00120",37,3,27,152,114,False
8185,"Pears, Bosc, PA4, NFY0000LX",20,11,20,21,7,False
8186,"Pears, Bosc, NY/NJ1, NFY0000LR",48,5,68,68,82,False
8187,"Pears, Bosc, PA2, NFY0000LV",57,1,56,19,24,False
8188,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Minerals - NFY0000B2",39,4,67,118,168,False
8189,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Vitamin C - NFY0000B3",52,1,19,6,22,False
8190,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Thiamin - NFY0000B4",56,5,51,194,131,False
8191,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Riboflavin - NFY0000B5",14,10,73,51,63,False
8192,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Niacin - NFY0000B9",37,2,18,160,131,False
8193,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Pantothenic Acid - NFY0000BA",34,9,38,42,160,False
8194,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Vitamin B6 - NFY0000BB",18,3,55,162,197,False
8195,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Folate - NFY0000BC",9,11,23,168,89,False
8196,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Vitamin K - NFY0000BI",57,9,36,51,182,False
8197,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Selenium - NFY0000BJ",24,10,73,104,99,False
8198,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Amino Acids - NFY0000BM",16,4,37,61,10,False
8199,"Pears, bosc, Regions 1 & 4, NFY0000B7 -- carotenoids",39,8,38,9,152,False
8200,"Pears, Bosc, Region 4, Pure Composite, C00124",44,1,39,47,113,False
8201,"Pears, Bosc, Region 4, n/a, Yes, Sugars - NFY0000CQ",45,10,24,59,78,True
8202,"Pears, Bosc, Region 4, n/a, Yes, Fiber - NFY0000CR",55,2,20,122,61,False
8203,"Pears, Bosc, Region 4, n/a, Yes, Proximates - NFY0000CW",30,11,65,112,125,False
8204,"Pears, Composite of Green Cultivars, Region 4, Mixed Composite, C0012K",43,4,32,110,40,False
8205,"Pears, Green Anjou, PA4, NFY0000LS",59,5,66,77,122,False
